Year;Mo;Dy;Hr;Mn;Sec;Tsu;Vol;Location Name;Latitude;Longitude;Focal Depth (km);Mag;MMI Int;Deaths;Death Description;Missing;Missing Description;Injuries;Injuries Description;Damage ($Mil);Damage Description;Houses Destroyed;Houses Destroyed Description;Houses Damaged;Houses Damaged Description;Total Deaths;Total Death Description;Total Missing;Total Missing Description;Total Injuries;Total Injuries Description;Total Damage ($Mil);Total Damage Description;Total Houses Destroyed;Total Houses Destroyed Description;Total Houses Damaged;Total Houses Damaged Description
1961;8;1;5;39;544;1923;;SOLOMON ISLANDS;-9849;160614;25;64;;;;;;;;;;;;;;;;;;;;;;;;;
1961;8;11;15;51;0;1924;;JAPAN:  SE. HOKKAIDO ISLAND;429;1456;80;;;;;;;;;;;;;;;;;;;;;;;;;;
1961;8;17;21;16;314;;;RUSSIA:  KURIL ISLANDS;46338;149548;154;67;;;;;;;;;;;;;;;;;;;;;;;;;
1961;8;19;5;33;0;;;JAPAN:  HONSHU:  W COAST;36;1367;;73;;10;1;;;;;;2;;;;;;;;;;;;;;;;
1961;8;31;1;57;0;;;PERU;-105;-707;629;75;;;;;;;;;;;;;;;;;;;;;;;;;
1961;9;1;0;9;0;;;SOUTH SANDWICH ISLANDS;-595;-273;131;75;;;;;;;;;;;;;;;;;;;;;;;;;
1961;9;5;;;0;;;SOUTH SANDWICH ISLANDS;-58;-27;;77;;;;;;;;;;;;;;;;;;;;;;;;;
1961;9;8;11;26;323;;;SOUTH SANDWICH ISLANDS;-5626;-27283;105;77;;;;;;;;;;;;;;;;;;;;;;;;;
1961;10;1;0;16;1;;;CHINA:  GANSU PROVINCE;3433;10478;;57;7;;;;;;;;1;10;1;;;;;;;;;;1;10;1;;
1961;10;14;7;1;0;;;IRAN;336;481;33;;;2;1;;;;3;;2;;;;;2;1;;;;3;;2;;;;
1961;10;18;16;51;57;1926;;CHILE:  VALDIVIA, CURICO;-367;-73;15;65;;;1;;;;;;1;;;;;;1;;;;;;1;;;;
1961;11;15;7;17;0;1927;;JAPAN:  SE. HOKKAIDO ISLAND;427;1457;60;;;;;;;;;;;;;;;;;;;;;;;;;;
1961;12;20;13;25;0;;;COLOMBIA: EJE CAFETERO;449;-7551;163;68;8;23;1;;;100;2;;2;;1;;2;23;1;;;100;2;;2;;1;;2
1962;1;7;10;3;0;;;BALKANS NW:  CROATIA;433;171;33;59;8;4;1;;;;;;2;;;;;4;1;;;;;;2;;;;
1962;1;11;5;5;0;5631;;BALKANS NW:  CROATIA;433;171;33;61;9;1;1;;;;;;2;2290;4;;;1;1;;;;;;2;2290;4;;
1962;2;14;6;36;0;;;CHILE:  CENTRAL;-378;-725;45;73;;;;;;;;;2;;;;;;;;;;;;;;;;
1962;2;18;;;0;;;TUNISIA:  GAFOUR,OUM:ZID,EL AKHOUAT;36;9;;53;8;;;;;;;;2;;;;;;;;;;;;;;;;
1962;3;12;11;40;167;1928;;COSTA RICA:PANAMA;8008;-82757;35;68;;;;;;;;;1;;;;;;;;;;;;1;;;;
1962;3;18;15;30;0;;;ALBANIA;409;195;33;6;;15;1;;;;;;2;;;;;;;;;;;;;;;;
1962;3;18;20;18;53;;;CHINA:  GUANGDONG PROVINCE;2372;11467;25;61;8;1;1;;;2;1;;3;1200;4;;;1;1;;;2;1;;3;1200;4;;
1962;4;1;0;45;134;;;IRAN:  MUSSAVIEH;3332;58845;15;58;7;20;1;;;;;;2;;;;;20;1;;;;;;2;;;;
1962;4;12;0;52;43;1929;;JAPAN:  SANRIKU;38073;142741;25;72;;;;;;;;;;;;;;;;;;;;;;;;;
1962;4;18;19;14;0;;;PERU:  CASMA,HUARAZ,QUIRUVILCA,TRUJILLO;-10;-79;39;63;;9;1;;;;;;2;;;;;;;;;;;;;;;;
1962;4;23;4;18;1;;;CHINA:  YUNNAN PROVINCE;236;1061;;55;7;;;;;;;;1;;;;;;;;;;;;1;;;;
1962;4;23;;;0;1930;;SE. HOKKAIDO ISLAND, JAPAN;422;1439;60;;;;;;;;;;;;;;;;;;;;;;;;;;
1962;4;25;;;0;;;FRANCE:  CORRENCON,CHATEAU:BERNARD,LE GUA,RENCUREL;45;56;;53;8;;;;;;;;2;;;;;;;;;;;;;;;;
1962;4;30;2;26;30;;;JAPAN:  HONSHU:  SENDAI;388;1409;104;68;;1;1;;;;3;;2;;;;;1;1;;;;3;;2;;;;
1962;5;11;14;11;541;1931;;MEXICO:  S;172;-996;40;7;8;4;1;;;;3;;2;;2;;;4;1;;;;3;;2;;2;;
1962;5;19;14;58;15;1932;;MEXICO:  S;172;-995;33;72;;3;1;;;16;1;;2;;2;;;3;1;;;16;1;;2;;2;;
1962;5;21;12;2;52;;;CHINA:  QINGHAI PROVINCE;371;96;;68;;;;;;;;;1;;1;;1;;;;;;;;1;;1;;
1962;5;21;12;21;;1933;;JAPAN:  OFF COAST OF HONSHU ISLAND;418;1424;60;57;;;;;;;;;;;;;;;;;;;;;;;;;
1962;5;28;22;57;47;3391;;GREECE:  AEGEAN SEA;398;25;;45;5;;;;;;;;;;;;;;;;;;;;;;;;
1962;6;11;7;15;0;;;BALKANS NW:  BOSNIA:HERZEGOVINA;436;183;;63;;;;;;;;40;4;;;;;;;;;;;;;;;;
1962;6;24;1;21;18;;;CHINA:   YUNNAN PROVINCE;252;1012;18;62;7;;;;;;;;3;2550;4;;;;;;;;;;3;2550;4;;
1962;7;26;8;14;418;;;PANAMA;75;-82;21;74;;;;;;;;;2;;;;;;;;;;;;;;;;
1962;7;30;20;18;523;;;COLOMBIA:  MISTRATO, MANIZALES;52;-764;69;68;;47;1;;;300;3;;3;;;;3;47;1;;;300;3;;3;;;;3
1962;8;19;18;26;38;;;CHINA:  XINJIANG;4468;8158;;64;8;;;;;;;;1;;1;;;;;;;;;;1;;1;;
1962;8;21;18;19;0;;;ITALY:  S;414;155;34;61;;16;1;;;;;;2;;;;;;;;;;;;;;;;
1962;8;28;10;59;0;;;GREECE:  S;378;229;100;68;;1;1;;;;;;2;;;;;;;;;;;;;;;;
1962;8;30;13;35;287;;;UTAH;418;-1118;37;58;7;;;;;;;1;2;;;;2;;;;;;;1;2;;;;2
1962;9;1;19;20;399;;;IRAN:   BUYIN:ZARA;3563;4987;27;72;9;12225;4;;;2776;4;30;4;21310;4;;;12225;4;;;2776;4;30;4;21310;4;;
1962;9;4;22;59;0;;;TURKEY:  IGDIR;399;439;;55;6;1;1;;;;;;2;;;;;;;;;;;;;;;;
1962;9;14;0;33;0;;;GREECE:  AEGEAN SEA: TURKEY:  BALIKESIR;396;233;;55;;;;;;;;;2;;;;;;;;;;;;;;;;
1962;10;5;20;2;0;;;IRAN:  TORBAT HEYDARIYEH, AKHMEDABAD;351;587;8;5;8;6;1;;;;;;2;;;;;6;1;;;;;;2;;;;
1962;11;6;0;9;0;;;IRAN:  GAHKOM,GOLRUIYEH,PATKUIYEH,LAIGAZAN,GANJ;281;556;40;55;;;;;;;;;2;;;;;;;;;;;;;;;;
1962;12;17;9;36;1;;;CHINA:  NINGXIA;3812;10627;;55;7;;;;;;;;1;;1;;;;;;;;;;1;;1;;
1962;12;21;8;42;43;1937;;ALASKA:  ALEUTIAN ISLANDS:  FOX ISLANDS;5247;-16854;33;65;;;;;;;;;;;;;;;;;;;;;;;;;
1963;2;13;8;50;45;1940;;TAIWAN:  TAIPEI, HSINCH;245;1221;47;73;;15;1;;;18;1;;2;;2;;;15;1;;;18;1;;2;;2;;
1963;2;21;17;14;31;;;LIBYA:  BARCE (AL MARJ);326;21;5;54;;300;3;;;375;3;5;2;;3;;3;300;3;;;375;3;5;2;;3;;
1963;3;24;12;44;55;;;IRAN:  KARKHANEH;34438;47882;20;6;7;;;;;;;;3;5000;4;;;;;;;;;;3;5000;4;;
1963;3;28;12;45;0;;;ITALY:  S;408;156;;;12;;;;;;;;;;;;;;;;;;;;;;;;
1963;3;31;2;27;65;;;IRAN:  HENDOJAN;37;579;33;5;6;4;1;;;70;2;;2;100;2;;;4;1;;;70;2;;2;100;2;;
1963;4;19;7;35;21;;;CHINA:  QINGHAI PROVINCE;357;97;;7;8;;;;;;;;1;;1;;1;;;;;;;;1;;1;;
1963;4;23;9;55;7;;;CHINA:   YUNNAN PROVINCE;258;995;;6;7;;;;;;;;2;;2;;;;;;;;;;2;;2;;
1963;5;9;15;3;438;;;NICARAGUA:  LEON;122;-869;50;55;;;;;;;;;1;;;;;;;;;;;;1;;;;
1963;5;18;12;20;344;;353;INDONESIA:  BALI;-82;1156;65;6;;;;;;;;;;;;;;;;;;;;;;;;;
1963;5;19;10;;0;;;BALKANS NW:  SLOVENIA:  LJUBLJANA;461;148;13;49;7;;;;;;;;2;;;;;;;;;;;;;;;;
1963;6;21;13;44;24;;;CHINA:  HEILONGJIANG PROVINCE;479;1306;;58;7;;;;;;;;1;;;;;;;;;;;;1;;;;
1963;6;30;7;41;0;;;IRAN:  W;332;492;38;;;;;;;;;;2;;;;;;;;;;;;2;;;;
1963;7;26;4;17;12;;;BALKANS NW:  MACEDONIA:  SKOPJE;421;213;5;6;10;1070;4;;;3300;4;1000;4;;4;;;1070;4;;;3300;4;1000;4;;4;;
1963;7;29;6;10;0;;;IRAN:  GAHKOM,LAIGAZAN,PATKUIYEH,GOLRUIYEH,GANJ;278;556;37;52;;5;1;;;8;1;;2;350;3;;;5;1;;;8;1;;2;350;3;;
1963;8;15;17;25;0;;;PERU:  S;-138;-693;543;77;;;;;;;;;1;;;;;;;;;;;;;;;;
1963;8;29;8;53;50;;;CHINA:  XINJIANG;398;742;;65;;1;1;;;;;;1;40;1;;;1;1;;;;;;1;40;1;;
1963;9;2;1;34;0;;;INDIA:  KASHMIR:  SW;339;748;25;53;;80;2;;;;;;2;;;;;;;;;;;;;;;;
1963;9;15;0;46;543;;;SOLOMON ISLANDS;-10472;16577;35;75;;;;;;;;;;;;;;;;;;;;;;;;;
1963;9;17;19;20;115;;;SOLOMON ISLANDS;-10286;165413;28;75;;;;;;;;;;;;;;;;;;;;;;;;;
1963;9;18;16;58;148;4290;;TURKEY:  YALOVA:  CINARCIK;40698;29159;30;62;8;1;1;;;;2;;2;7;1;163;3;1;1;;;;2;;2;7;1;163;3
1963;9;24;16;30;16;1945;;PERU:  HUAYLLACAYAN,CAJACAY,MALYAS,MALVAS,HUARAZ;-10385;-78022;75;7;;1;1;;;;;;2;;;;;1;1;;;;;;2;;;;2
1963;10;12;11;27;2;1946;;RUSSIA:  KURIL ISLANDS;44426;149272;48;71;;;;;;;;;;;;;;;;;;;;;;;;;
1963;10;13;5;17;534;1947;;RUSSIA:  KURIL ISLANDS;4477;149798;13;85;9;;;;;;;;1;;;;;;;;;;;;1;;;;
1963;10;20;0;53;109;1948;;RUSSIA:  KURIL ISLANDS;44772;150563;28;79;;;;;;;;;;;;;;;;;;;;;;;;;
1963;11;4;1;17;114;;;INDONESIA:  BANDA SEA;-686;12958;100;83;;;;;;;;;1;;;;;;;;;;;;1;;;;
1963;11;9;21;15;323;;;BRAZIL: ACRE;-9127;-71483;590;76;;;;;;;;;;;;;;;;;;;;;;;;;
1963;12;16;1;51;31;1949;;INDONESIA:  JAVA:  LABUHAN, MENES, PONOROGO;-64;1054;64;66;;;;;;;;;1;;;;1;;;;;;;;1;;;;1
1963;12;18;0;30;0;1950;;TONGA TRENCH;-248;-1766;45;75;;;;;;;;;;;;;;;;;;;;;;;;;
1964;1;8;22;30;497;;;INDONESIA:  SULAWESI:  PINRANG;-37;1194;90;52;;8;1;;;27;1;;2;;;;;8;1;;;27;1;;2;;;;
1964;1;18;12;4;41;;;TAIWAN:  TAINAN;232;1206;33;7;;107;3;;;479;3;;3;3000;4;;;107;3;;;479;3;;3;3000;4;;
1964;2;13;10;3;53;;;CHINA:   YUNNAN PROVINCE;261;101;15;54;7;;;;;;;;1;;;;;;;;;;;;1;;;;
1964;2;18;12;19;0;;;AZORES;388;-284;33;46;;;;;;;;;3;;;;;;;;;;;;3;;;;
1964;3;28;3;36;0;1954;;ALASKA;61017;-147648;33;92;10;15;1;;;;;284;4;;3;;;139;3;;;;;400;4;;3;;
1964;4;2;1;11;51;1956;;INDONESIA:  BANDA ACEH;59;957;130;7;7;;;;;;;;3;;3;;;;;;;;;;3;;3;;
1964;4;13;8;30;0;;;BALKANS NW:  CROATIA;453;181;32;6;8;3;1;;;;;;3;;;;;;;;;;;;;;;;
1964;5;7;5;45;0;;;TANZANIA;-4;349;33;6;;1;1;;;19;1;;3;;;;;1;1;;;19;1;;3;;;;
1964;5;7;7;58;143;1957;;JAPAN:  NW. HONSHU ISLAND;403;139;30;69;;;;;;;;;2;2;1;;;;;;;;;;2;2;1;;
1964;5;7;20;13;;5422;;JAPAN:  NW. HONSHU ISLAND;404;139;;66;;;;;;;;;;;;;;;;;;;;;;;;;
1964;6;14;12;16;0;;;TURKEY:  MALATYA,ADIYAMAN;381;383;;61;8;8;1;;;;;;2;;;;;;;;;;;;;;;;
1964;6;16;4;1;443;1959;;JAPAN:  HONSHU:  W COAST;3865;1392;40;75;5;26;1;;;450;3;80;4;2250;4;2250;4;26;1;;;450;3;80;4;2250;4;;
1964;7;5;;;0;;;VANUATU ISLANDS:  ESPIRITU SANTO ISLANDS;-155;1665;;75;;;;;;;;;;;;;;;;;;;;;;;;;
1964;7;6;7;22;132;;;MEXICO:  GUERRERO;18136;-100605;93;73;;78;2;;;50;1;;3;;3;;;78;2;;;50;1;;3;;3;;
1964;7;24;8;12;39;1960;;RUSSIA:  KAMCHATKA;47159;153876;15;68;;;;;;;;;;;;;;;;;;;;;;;;;
1964;9;1;22;20;30;;;CHINA:  SHANXI PROVINCE;351;1116;;47;;;;;;;;;1;23;1;;;;;;;;;;1;23;1;;
1964;10;6;14;31;254;;;TURKEY:  MANYAS, BURSA, BALIKESIR;40203;28206;27;68;10;19;1;;;;;5;2;;;;;19;1;;;;;5;2;;;;
1964;11;17;8;15;393;1961;;PAPUA NEW GUINEA:  NEW BRITAIN;-57;1507;45;76;8;;;;;;;;1;;;;;;;;;;;;1;;;;
1964;12;11;;;0;1962;;NW. HONSHU ISLAND, JAPAN;404;1389;40;;;;;;;;;;;;;;;;;;;;;;;;;;
1964;12;27;;;0;;;IRAN:  S;27;54;;;;;;;;;;;2;;;;;;;;;;;;;;;;
1965;1;1;21;38;292;;;ALGERIA:  M'SILA;357;44;10;55;;4;1;;;350;3;2;2;25000;4;;;4;1;;;350;3;2;2;2500;4;;
1965;1;12;17;18;9;;;CHINA:  SHANXI PROVINCE;35;11163;10;55;7;;;;;;;;2;;3;;;;;;;;;;2;;3;;
1965;1;24;0;11;121;1963;;INDONESIA:  SANANA ISLAND;-24;1261;6;76;;71;2;;;;;;2;3000;4;;;71;2;;;;;;2;3000;4;;
1965;2;4;5;1;216;1964;;ALASKA:  ALEUTIAN ISLANDS:  RAT ISLANDS;5129;17855;36;87;6;;;;;;;;1;;;;;;;;;;;0.01;1;;;;
1965;2;10;16;9;526;;;IRAN:  NW;37684;46998;52;53;;20;1;;;;;;3;;4;;3;20;1;;;;;;3;;4;;3
1965;2;23;22;11;46;1965;;CHILE:  NORTHERN;-2567;-7063;36;7;;;;;;;;;;;;;;;;;;;;;;;;;
1965;3;9;17;57;537;3042;;GREECE:  ALONISOS, SKOPELOS;394;24;18;63;;38;1;;;253;3;8;3;;;;;38;1;;;253;3;8;3;;3;;
1965;3;14;15;53;66;;;AFGHANISTAN;363;707;219;73;7;;;;;;;;1;;;;;;;;;;;;;;;;
1965;3;22;22;56;28;1966;;CHILE:  CENTRAL;-3181;-7126;58;6;6;;;;;;;;;;;;;;;;;;;;;;;;
1965;3;28;16;33;0;;;CHILE:  CENTRAL;-324;-712;61;73;;400;3;;;;;125;4;;;;;;;;;;;;;;;;
1965;3;30;2;27;34;1967;;ALASKA:  ALEUTIAN ISLANDS:  RAT ISLANDS;5032;17793;20;76;;;;;;;;;;;;;;;;;;;;;;;;;
1965;3;31;9;47;0;;;GREECE;386;224;78;71;10;6;1;;;;;;2;;;;;;;;;;;;;;;;
1965;4;5;3;12;542;;;GREECE:  SOUTHERN;377;218;34;62;10;32;1;;;200;3;;3;;3;;;32;1;;;200;3;;3;;3;;
1965;4;19;23;41;588;5505;;JAPAN:  AICHI, SHIZOUKA PREFECTURES;349;138;36;6;;1;1;;;4;1;;1;;;;;1;1;;;4;1;;1;;;;
1965;4;29;15;28;437;;;WASHINGTON:  SEATTLE;474;-1223;59;66;8;7;1;;;;;28;4;;;;;7;1;;;;;28;4;;;;
1965;5;3;10;1;352;;;EL SALVADOR:  SAN MARCOS;135;-893;23;6;6;125;3;;;1138;4;35;4;;;;;125;3;;;1138;4;35;4;;;;
1965;6;11;3;34;2;1970;;RUSSIA:  KURIL ISLANDS;447;1487;;72;;;;;;;;;;;;;;;;;;;;;;;;;
1965;6;21;0;21;0;;;IRAN:  HADJIABAD, SARKHUN, SARCHAHAN;281;559;40;6;;;;;;;;;3;;;;;;;;;;;;;;;;
1965;7;2;20;58;381;1971;;ALASKA:  ALEUTIAN ISLANDS:  FOX ISLANDS;5303;-16755;40;65;;;;;;;;;1;;;;;;;;;;;;1;;;;
1965;7;3;11;26;12;;;CHINA:   YUNNAN PROVINCE;224;1016;15;61;7;;;;;;;;1;;;;;;;;;;;;1;;;;
1965;7;6;3;18;451;1972;;NORTH CORINTH GULF;38384;22545;18;61;8;1;1;;;6;1;;3;70;2;1000;3;2;1;;;6;1;;3;70;2;1000;3
1965;8;11;22;31;459;1973;;VANUATU ISLANDS;-158;1672;13;76;;;;;;;;;2;;;;2;;;;;;;;2;;;;2
1965;8;13;12;40;32;1974;;VANUATU ISLANDS;-159;1668;33;73;;;;;;;;;;;;;;;;;;;;;1;;1;;
1965;8;23;19;46;29;1975;;MEXICO:  ME\XICO CITY, OAXACA;163;-958;28;78;;6;1;;;;;;1;;;;1;6;1;;;;;;1;;;;1
1965;10;3;16;14;56;1979;;CHILE:  SOUTHERN;-429;-7513;28;65;3;;;;;;;;;;;;;;;;;;;;;;;;
1965;11;13;4;33;55;;;CHINA:  XINJIANG PROVINCE;439;878;;66;8;;;;;;;;;;3;;;;;;;;;;2;;3;;
1966;1;31;2;35;3;;;CHINA:  YUNNAN PROVINCE;279;997;;51;7;;;;;;;;1;;1;;;;;;;;;;1;;1;;
1966;2;5;2;1;483;;;GREECE:  CENTRAL;392;22;38;63;;1;1;;;60;2;4;2;450;3;;;1;1;;;60;2;4;2;450;3;;
1966;2;5;15;12;27;;;CHINA:  YUNNAN PROVINCE;261;1031;;65;9;;;;;;;;2;;3;;;;;;;;;;2;;3;;
1966;2;13;10;44;36;;;CHINA:   YUNNAN PROVINCE;261;1031;;62;;;;;;;;;1;;1;;;;;;;;;;1;;1;;
1966;3;6;0;12;19;;;CHINA:  HEBEI PROVINCE;3747;11503;;52;7;;;;;;;;1;11;1;;;;;;;;;;1;11;1;;
1966;3;7;1;16;0;;;TURKEY:  VARTO, MUS;391;416;38;6;8;10;1;;;;;;3;;;;;;;;;;;;;;;;
1966;3;7;21;29;17;;;CHINA:  HEBEI PROVINCE;3735;11492;8;74;9;;3;;;;;;4;;4;;;;3;;;;;;4;;4;;
1966;3;12;16;31;218;1980;;TAIWAN;241;1226;48;8;;7;1;;;10;1;;2;;2;;;7;1;;;10;1;;2;;2;;
1966;3;19;16;59;31;;;CHINA:  HEBEI PROVINCE;3727;11497;;56;6;;;;;;;;1;;2;;;;;;;;;;1;;2;;
1966;3;20;1;42;537;;;UGANDA: KICHWAMBA, BONDIBOGYO:  TANZANIA:  DR CONGO;622;29863;29;66;7;157;3;;;1300;4;1.5;2;;3;;;157;3;;;1300;3;1.5;2;;3;;
1966;3;22;8;19;27;;;CHINA:  HEBEI PROVINCE;375;1151;15;76;10;;3;;;;;;4;;4;;;;3;;;;;;4;;4;;
1966;3;26;15;19;4;;;CHINA:  HEBEI PROVINCE;3768;11527;;62;7;;;;;;;;2;;2;;;;;;;;;;2;;2;;
1966;4;20;14;31;15;;;CHINA:  HEBEI PROVINCE;3725;11478;;53;;;;;;;;;1;22;1;;;;;;;;;;1;22;1;;
1966;4;26;;;0;;;UZBEKISTAN:  TASHKENT;412;691;;;;10;1;;;;;300;4;;;;;;;;;;;;;;;;
1966;5;2;23;13;0;;;TURKEY;38;426;41;48;;;;;;;;;2;;;;;;;;;;;;;;;;
1966;6;15;0;59;427;1981;;SOLOMON ISLANDS:  GUADALCANAL;-10343;160883;31;71;;;;;;;;;;;;;;;;;;;;;;;;;
1966;6;27;10;41;95;;;NEPAL:INDIA;29554;80854;23;63;8;80;2;;;100;2;1;2;5200;4;;;80;2;;;100;2;1;2;5200;4;;
1966;7;3;;;0;;;TURKEY:  MUS;385;413;;;;14;1;;;;;;;;;;;;;;;;;;;;;;
1966;7;12;0;4;12;;;TURKEY:  BAGICI;389;413;64;46;;12;1;;;20;1;;3;;;;;12;1;;;20;1;;3;;;;
1966;7;12;18;53;;2302;;RUSSIA:  BLACK SEA;4475;37;33;55;6;;;;;;;;;;;;;;;;;;;;;;;;
1966;8;15;2;15;0;;;INDIA:  N;287;789;53;56;;15;1;;;;;;1;;;;;;;;;;;;;;;;
1966;8;19;12;22;127;;;TURKEY:  VARTO;39235;41572;24;68;9;2394;4;;;;;20;3;;;;;2394;4;;;;;20;3;;;;
1966;9;1;14;22;592;;;GREECE:  SOUTHERN;37459;22155;17;55;8;1;1;;;123;3;14;3;180;3;1500;4;1;1;;;123;3;14;3;180;3;1500;4
1966;9;4;22;14;0;;;COLOMBIA;462;-7398;15;53;7;6;1;;;30;1;;2;200;3;;;6;1;;;30;1;;2;200;3;;
1966;9;19;5;3;53;;;CHINA:  YUNNAN PROVINCE;24;977;;54;7;;;;;;;;1;;;;;;;;;;;;1;;;;
1966;9;19;18;40;0;;;VENEZUELA;108;-695;12;5;;;;;;;;;3;;;;;;;;;;;;;;;;
1966;9;28;14;0;19;;;CHINA:   YUNNAN PROVINCE;275;1001;;64;9;;;;;;;;3;;3;;;;;;;;;;3;;3;;
1966;10;2;2;24;57;;;CHINA:  JILIN PROVINCE;4383;12512;;52;7;;;;;;;;3;;;;;;;;;;;;3;;;;
1966;10;17;21;41;56;1982;;PERU:  LIMA,HUACHO,HUAURA, CHANCAY,SUPE,SAN NICOLAS;-10748;-78638;38;81;9;110;3;;;3000;4;35;4;;;;;110;3;;;3000;4;35;4;;;;
1966;10;29;2;39;294;;;GREECE:  CENTRAL;392;212;20;57;;1;1;;;23;1;;3;;3;;;1;1;;;23;1;;3;;3;;
1966;12;28;8;18;74;1984;;CHILE:  TALTAL, CATALINA;-255;-707;47;78;8;3;1;;;6;1;0.4;1;;3;;;3;1;;;6;1;0.4;1;;3;;
1966;12;31;18;23;111;2425;;SOLOMON ISLANDS:  SANTA CRUZ ISLANDS;-11893;166445;83;78;;;;;;;;;;;;;;;;;;;;;;;;;
1966;12;31;22;15;166;3033;;SOLOMON ISLANDS:  SANTA CRUZ ISLANDS;-12334;166684;23;72;;;;;;;;;;;;;;;;;;;;;;;;;
1967;1;4;5;58;0;;;GREECE;384;22;10;6;;;;;;;;;2;;;;;;;;;;;;;;;;
1967;1;5;0;14;0;;;MONGOLIA;481;1028;35;75;10;;;;;;;;1;;;;;;;;;;;;;;;;
1967;1;24;14;45;12;;;CHINA:  SICHUAN PROVINCE;302;1041;;55;7;;;;;;;;2;417;3;;;;;;;;;;2;417;3;;
1967;2;9;14;4;48;;;ALBANIA:  GJIROKASTEV;40;202;33;56;;;;;;;;;2;77;2;;;;;;;;;;2;77;2;;
1967;2;9;15;24;0;;;COLOMBIA:  HUILA, NEIVA, RIVERA,SAN ANTONIO;285;-748;55;7;10;98;2;;;;;20;3;;;;4;98;2;;;;;20;3;;;;4
1967;2;19;22;14;353;;;INDONESIA:  JAVA:  DAMPIT,GONDANG,TRENGGALEK;-92;1131;80;68;9;54;2;;;300;3;;3;2000;4;5000;4;54;2;;;300;3;;3;2000;4;5000;4
1967;3;19;4;1;385;1986;;RUSSIA:  KURIL ISLANDS;4553;15111;38;7;8;;;;;;;;;;;;;;;;;;;;;;;;
1967;3;27;8;58;20;;;CHINA:  HEBEI PROVINCE:  HEJIAN, DACHENG;385;1165;30;63;7;;;;;;;;3;53886;4;;;;;;;;;;3;53886;4;;
1967;4;11;5;9;121;1987;;INDONESIA:  MAKASSAR STRAIT;-37;1193;33;55;8;58;2;;;100;2;;2;;2;;;71;2;;;100;2;;2;;2;;
1967;4;12;4;51;502;1988;;INDONESIA:MALAYSIA:  N SUMATERA,MALAY PENINSULA;55;973;100;61;;14;1;;;;;;3;2000;4;;;14;1;;;;;;3;2000;4;;
1967;5;1;7;8;0;;;GREECE;395;212;55;59;;9;1;;;;;5;2;;;;;;;;;;;;;;;;
1967;7;13;2;10;20;;;ALGERIA:  NEAR SIG;355;-1;13;5;;10;1;;;15;1;;1;40;1;;;10;1;;;15;1;;1;40;1;;
1967;7;22;16;57;7;;;TURKEY:  MUDURNU, ADAPAZARI;40751;308;30;73;10;86;2;;;;;3;2;;;;;86;2;;;;;3;2;;;;
1967;7;26;18;53;0;;;TURKEY:  TUNCELI;395;404;8;62;;97;2;;;;;;3;;;;;;;;;;;;;;;;
1967;7;29;10;24;246;;;COLOMBIA;6747;-7303;161;68;8;20;1;;;150;3;2;2;;;;3;20;1;;;150;3;2;2;;;;3
1967;7;30;0;4;22;3349;;VENEZUELA;10559;-6733;25;66;8;300;3;;;1536;4;140;4;;;;;300;3;;;1536;4;140;4;;;;
1967;8;13;22;7;475;;;FRANCE:  ARETTE,LANNE,MONTORY,ARAMITS,HAUX,SUNHAR;432;-5;15;53;8;1;1;;;80;2;;2;;3;;;;1;;;80;2;;2;;3;;
1967;8;13;22;15;10;1989;;PAPUA NEW GUINEA:  BISMARCK SEA;-44;1525;30;64;;;;;;;;;3;;;;;;;;;;;;;;;;
1967;8;30;4;22;3;;;CHINA: SICHUAN PROVINCE;316;1003;10;68;9;;;;;;;;4;;4;;;;;;;;;;4;;4;;
1967;9;3;21;7;308;1990;;PERU:  OFF COAST;-106;-798;40;7;;;;;;;;;;;;;;;;;;;;;;;;;
1967;10;25;0;59;226;;;TAIWAN:  HUALIEN;245;1222;65;7;;2;1;;;;;;2;23;1;;;2;1;;;;;;2;23;1;;
1967;11;15;21;32;54;1991;;CHILE:  NORTHERN;-2878;-7119;35;59;;;;;;;;;;;;;;;;;;;;;;;;;
1967;11;30;7;23;0;;;ALBANIA;415;205;29;65;10;18;1;;;;;20;3;;;;;;;;;;;;;;;;
1967;12;2;20;5;48;;;CHINA:  HEBEI PROVINCE:  SHULU;37717;115217;25;57;7;;;;;;;;2;;1;;;;;;;;;;2;;1;;
1967;12;10;22;51;235;;;INDIA;17412;73885;15;66;8;180;3;;;;;0.4;1;;;;;180;3;;;;;0.4;1;;;;
1967;12;18;14;7;45;;;CHINA:  SHANXI PROVINCE;36467;111217;30;54;6;;;;;;;;1;;1;;;;;;;;;;1;;1;;
1967;12;21;2;25;23;1994;;CHILE:  NORTHERN;-217;-695;33;75;;1;1;;;;3;;2;;2;;;1;1;;;;3;;2;;2;;
1968;1;4;10;3;;;;NICARAGUA:  MANAGUA;121;-862;5;46;;;;;;;;2;2;;;;;;;;;;;2;2;;;;
1968;1;15;2;1;85;;;ITALY:  SICILY;379;131;33;6;;216;3;;;563;3;320;4;;;;;216;3;;;563;3;320;4;;;;
1968;1;25;9;56;487;;;ITALY:  SICILY;378;132;33;51;;8;1;;;55;2;;1;;;;;8;1;;;55;2;;1;;;;
1968;1;29;10;19;72;1996;;RUSSIA:  KURIL ISLANDS;43586;146701;40;73;;;;;;;;;;;;;;;;;;;;;;;;;
1968;2;12;5;44;0;;;PAPUA NEW GUINEA:  NEW IRELAND;-55;1532;74;78;8;;;;;;;;1;;;;;;;;;;;;;;;;
